code,name
6078,Value HR Co Ltd (6078) Adjusted Stock Prices
6080,M&A Capital Partners Co Ltd (6080) Adjusted Stock Prices
6081,Allied Architects Inc (6081) Adjusted Stock Prices
6082,Ride On Express Co Ltd. (6082) Adjusted Stock Prices
6083,ERI Holdings Co Ltd (6083) Adjusted Stock Prices
6085,Architects Studio Japan Inc. (6085) Adjusted Stock Prices
6086,Shin Pro Maint Inc. (6086) Adjusted Stock Prices
6087,Abist Co Ltd (6087) Adjusted Stock Prices
6088,Sigmaxyz Inc (6088) Adjusted Stock Prices
6089,Will Group Inc. (6089) Adjusted Stock Prices
6090,Human Metabolome Technologies Inc (6090) Adjusted Stock Prices
6091,Wesco Holdings Inc (6091) Adjusted Stock Prices
6092,EnBio Holdings (6092) Adjusted Stock Prices
6093,Escrow Agent Japan Inc (6093) Adjusted Stock Prices
6094,FreakOut Holdings Inc. (6094) Adjusted Stock Prices
6095,MedPeer Inc (6095) Adjusted Stock Prices
6096,RareJob Inc (6096) Adjusted Stock Prices
6098,Recruit Holdings Co. Ltd. (6098) Adjusted Stock Prices
6099,Elan Corporation (6099) Adjusted Stock Prices
6101,Tsugami Corporation (6101) Adjusted Stock Prices
6103,Okuma Corp. (6103) Adjusted Stock Prices
6104,Toshiba Machine Co. Ltd (6104) Adjusted Stock Prices
6113,Amada Holdings Co.Ltd (6113) Adjusted Stock Prices
6118,Aida Engineering Ltd (6118) Adjusted Stock Prices
6121,Takisawa Machine Tool Co. Ltd (6121) Adjusted Stock Prices
6125,Okamoto Machine Tool Works Ltd (6125) Adjusted Stock Prices
6131,Hamai Co. Ltd (6131) Adjusted Stock Prices
6134,Fuji Machine Manufacturing Co (6134) Adjusted Stock Prices
6135,Makino Milling Machine Co. Ltd. (6135) Adjusted Stock Prices
6136,OSG Corporation (6136) Adjusted Stock Prices
6137,Koike Sanso Kogyo Co. Ltd (6137) Adjusted Stock Prices
6138,Dijet Industrial Co. Ltd (6138) Adjusted Stock Prices
6140,Asahi Diamond Industrial Co. Ltd (6140) Adjusted Stock Prices
6141,DMG Mori Co Ltd (6141) Adjusted Stock Prices
6143,Sodick Co. Ltd. (6143) Adjusted Stock Prices
6144,Seibu Electric & Machinery Co. Ltd. (6144) Adjusted Stock Prices
6145,Nittoku Engineering Co. Ltd (6145) Adjusted Stock Prices
6146,Disco Corporation (6146) Adjusted Stock Prices
6147,"Yamazaki Co., Ltd. (6147) Adjusted Stock Prices"
6149,Odawara Engineering Co. Ltd (6149) Adjusted Stock Prices
6150,Takeda Machinery Co. Ltd. (6150) Adjusted Stock Prices
6151,Disco Corporation (6146) Adjusted Stock Prices
6155,Takamatsu Machinery Co. Ltd (6155) Adjusted Stock Prices
6156,A-One Seimitsu (6156) Adjusted Stock Prices
6157,NS Tool Co. Ltd. (6157) Adjusted Stock Prices
6158,"Waida Mfg. Co., Ltd. (6158) Adjusted Stock Prices"
6159,"Micron Machinery Co., Ltd. (6159) Adjusted Stock Prices"
6161,Estic Corporation (6161) Adjusted Stock Prices
6164,"Taiyo Koki Co., Ltd. (6164) Adjusted Stock Prices"
6165,Punch Industry Co. Ltd. (6165) Adjusted Stock Prices
6166,nakamura Choukou Co.Ltd (6166) Adjusted Stock Prices
6167,Fuji Die Co.Ltd (6167) Adjusted Stock Prices
6171,C.E.Management Integrated Laboratory Co.Ltd (6171) Adjusted Stock Prices
6172,Metaps Inc. (6172) Adjusted Stock Prices
6173,Aqualine Ltd. (6173) Adjusted Stock Prices
6175,Net Marketing.Co.Ltd.
6176,Brangista.Inc (6176) Adjusted Stock Prices
6177,AppBank Inc. (6177) Adjusted Stock Prices
6178,Japan Post Holdings Co Ltd (6178) Adjusted Stock Prices
6180,Gmo Media Inc. (6180) Adjusted Stock Prices
6181,Partner Agent Inc. (6181) Adjusted Stock Prices
6182,Rozetta Corporation (6182) Adjusted Stock Prices
6183,Bellsystem24 Holdings Inc. (6183) Adjusted Stock Prices
6184,Kamakura Shinsho Ltd. (6184) Adjusted Stock Prices
6185,So-Net Media Networks Corporation (6185) Adjusted Stock Prices
6186,Ichikura Co. Ltd. (6186) Adjusted Stock Prices
6187,Litalico Inc (6187) Adjusted Stock Prices
6188,Fuji Soft Service Bureau Incorporated (6188) Adjusted Stock Prices
6189,Global Group Corp. (6189) Adjusted Stock Prices
6190,Phoenixbio Co. Ltd. (6190) Adjusted Stock Prices
6191,Evolable Asia Corp. (6191) Adjusted Stock Prices
6192,Hysa & Co. Inc (6192) Adjusted Stock Prices
6193,Virtualex Consulting Inc (6193) Adjusted Stock Prices
6194,Atrae Inc. (6194) Adjusted Stock Prices
6195,Hope Inc. (6195) Adjusted Stock Prices
6196,Strike Company Limited (6196) Adjusted Stock Prices
6197,Solasto Corporation (6197) Adjusted Stock Prices
6198,Career Co. Ltd. (6198) Adjusted Stock Prices
6199,Seraku Co. Ltd. (6199) Adjusted Stock Prices
6200,Insource Co. Ltd. (6200) Adjusted Stock Prices
6201,Toyota Industries Corp. (6201) Adjusted Stock Prices
6203,Howa Machinery Ltd (6203) Adjusted Stock Prices
6205,Okk Corporation (6205) Adjusted Stock Prices
6208,Ishikawa Seisakusho Ltd (6208) Adjusted Stock Prices
6210,Toyo Machinery & Metal Co. Ltd. (6210) Adjusted Stock Prices
6217,Tsudakoma Corp. (6217) Adjusted Stock Prices
6218,Enshu Ltd (6218) Adjusted Stock Prices
6222,Shima Seiki Mfg. Ltd. (6222) Adjusted Stock Prices
6231,"KIMURA KOHKI Co.,Ltd."
6232,Autonomous Control Systems Laboratory Ltd.
6233,"KYOKUTO SANKI CO.,LTD. "
6235,"OPTORUN CO.,LTD."
6236,NC Holdings Co.Ltd (6236) Adjusted Stock Prices
6237,Iwaki Co. Ltd (6237) Adjusted Stock Prices
6238,Furyu Corporation (6238) Adjusted Stock Prices
6239,nagaoka International Corporation (6239) Adjusted Stock Prices
6240,Yamashin-Filter Corp (6240) Adjusted Stock Prices
6245,Hirano Tecseed Co. Ltd. (6245) Adjusted Stock Prices
6246,Techno Smart Corp (6246) Adjusted Stock Prices
6247,Hisaka Works Ltd (6247) Adjusted Stock Prices
6248,Yokota Manufacturing Co (6248) Adjusted Stock Prices
6249,Gamecard-Joyco Holdings Inc. (6249) Adjusted Stock Prices
6250,Yamabiko Corp (6250) Adjusted Stock Prices
6254,"Nomura Micro Science Co., Ltd. (6254) Adjusted Stock Prices"
6255,NPC Inc (6255) Adjusted Stock Prices
6257,"Fujishoji Co., Ltd. (6257) Adjusted Stock Prices"
6258,Hirata Corp. (6258) Adjusted Stock Prices
6262,"Pegasus Sewing Machine Mfg. Co., Ltd. (6262) Adjusted Stock Prices"
6264,"Marumae Co.,Ltd. (6264) Adjusted Stock Prices"
6265,Myotoku Ltd. (6265) Adjusted Stock Prices
6266,Tazmo Co. Ltd. (6266) Adjusted Stock Prices
6267,General Packer Co (6267) Adjusted Stock Prices
6268,nabtesco Corp. (6268) Adjusted Stock Prices
6269,"Modec,Inc. (6269) Adjusted Stock Prices"
6271,Nissei Corp (6271) Adjusted Stock Prices
6272,Rheon Automatic Machinery Co. Ltd. (6272) Adjusted Stock Prices
6273,SMC Corporation (6273) Adjusted Stock Prices
6276,navitas Co. Ltd (6276) Adjusted Stock Prices
6277,Hosokawa Micron Corporation (6277) Adjusted Stock Prices
6278,Union Tool Co. (6278) Adjusted Stock Prices
6279,Zuiko Corporation (6279) Adjusted Stock Prices
6281,Maeda Seisakusho Co. Ltd. (6281) Adjusted Stock Prices
6282,Oiles Corporation (6282) Adjusted Stock Prices
6284,Nissei Asb Machine Co. Ltd (6284) Adjusted Stock Prices
6286,Seiko Corp (6286) Adjusted Stock Prices
6287,Sato Holdings Corporation (6287) Adjusted Stock Prices
6289,Giken Ltd (6289) Adjusted Stock Prices
6291,Airtech Japan Ltd. (6291) Adjusted Stock Prices
6292,Kawata Mfg. Co. Ltd (6292) Adjusted Stock Prices
6293,Nissei Plastic Industrial Co. Ltd. (6293) Adjusted Stock Prices
6294,Okada Aiyon Corporation (6294) Adjusted Stock Prices
6297,Koken Boring Machine Co. Ltd (6297) Adjusted Stock Prices
6298,"Y.A.C. Co., Ltd. (6298) Adjusted Stock Prices"
6299,"Kobelco Eco-Solutions Co.,Ltd. (6299) Adjusted Stock Prices"
6301,Komatsu Ltd (6301) Adjusted Stock Prices
6302,Sumitomo Heavy Industries Ltd. (6302) Adjusted Stock Prices
6303,Sasakura Engineering Co. Ltd. (6303) Adjusted Stock Prices
6305,Hitachi Construction Machinery Co. Ltd (6305) Adjusted Stock Prices
6306,Nikko Co. Ltd. (6306) Adjusted Stock Prices
6307,Sansei Co. Ltd. (6307) Adjusted Stock Prices
6309,"Tomoe Engineering Co., Ltd. (6309) Adjusted Stock Prices"
6310,Iseki & Co Ltd (6310) Adjusted Stock Prices
6312,Freund Corp. (6312) Adjusted Stock Prices
6315,Towa Corporation (6315) Adjusted Stock Prices
6316,Maruyama Mfg. Co. Inc. (6316) Adjusted Stock Prices
6317,Kitagawa Iron Works Co. Ltd (6317) Adjusted Stock Prices
6319,SNT Corporation (6319) Adjusted Stock Prices
6322,Tacmina Corporation (6322) Adjusted Stock Prices
6323,Rorze Corporation (6323) Adjusted Stock Prices
6324,Harmonic Drive Systems Inc (6324) Adjusted Stock Prices
6325,Takakita Co. Ltd (6325) Adjusted Stock Prices
6326,Kubota Corporation (6326) Adjusted Stock Prices
6327,Kitagawa Seiki Co. Ltd (6327) Adjusted Stock Prices
6328,Ebarajitsugyo Co Ltd (6328) Adjusted Stock Prices
6330,Toyo Engineering Corporation (6330) Adjusted Stock Prices
6331,Mitsubishi Kakoki Kaisha Ltd. (6331) Adjusted Stock Prices
6332,Tsukishima Kikai Co. Ltd (6332) Adjusted Stock Prices
6333,Teikoku Electric Mgf. Co. Ltd. (6333) Adjusted Stock Prices
6334,Meiji Machine Co. Ltd. (6334) Adjusted Stock Prices
6335,Tokyo Kikai Seisakusho Ltd (6335) Adjusted Stock Prices
6336,Ishii Hyoki Co Ltd (6336) Adjusted Stock Prices
6337,Tesec Corporation (6337) Adjusted Stock Prices
6338,Takatori Corporation (6338) Adjusted Stock Prices
6339,Sintokogio Ltd. (6339) Adjusted Stock Prices
6340,Shibuya Corporation (6340) Adjusted Stock Prices
6342,Taihei Machinery Works Limited (6342) Adjusted Stock Prices
6343,Freesia Macross Corporation (6343) Adjusted Stock Prices
6345,Aichi Corporation (6345) Adjusted Stock Prices
6346,Kikukawa Enterprise Inc (6346) Adjusted Stock Prices
6347,Placo Co. Ltd. (6347) Adjusted Stock Prices
6349,Komori Corporation (6349) Adjusted Stock Prices
6351,Tsurumi Manufacturing Co. Ltd (6351) Adjusted Stock Prices
6355,Sumitomo Precision Products Co. Ltd. (6355) Adjusted Stock Prices
6356,Nippon Gear Co. Ltd. (6356) Adjusted Stock Prices
6357,Sansei Technologies Inc (6357) Adjusted Stock Prices
6358,Sakai Heavy Industries Ltd. (6358) Adjusted Stock Prices
6360,Tokyo Automatic Machinery Works Ltd (6360) Adjusted Stock Prices
6361,Ebara Corporation (6361) Adjusted Stock Prices
6362,Ishii Iron Works Co Ltd (6362) Adjusted Stock Prices
6363,Torishima Pump Mfg. Co. Ltd (6363) Adjusted Stock Prices
6364,Hokuetsu Industries Co. Ltd (6364) Adjusted Stock Prices
6365,DMW Corporation (6365) Adjusted Stock Prices
6366,Chiyoda Corporation (6366) Adjusted Stock Prices
6367,Daikin Industries Ltd (6367) Adjusted Stock Prices
6368,Organo Corporation (6368) Adjusted Stock Prices
6369,Toyo Kanetsu K.K. (6369) Adjusted Stock Prices
6370,Kurita Water Industries Ltd (6370) Adjusted Stock Prices
6371,Tsubakimoto Chain Co. (6371) Adjusted Stock Prices
6373,Daido Kogyo Co. Ltd (6373) Adjusted Stock Prices
6376,Nikkiso Co. Ltd. (6376) Adjusted Stock Prices
6378,Kimura Chemical Plants Co. Ltd (6378) Adjusted Stock Prices
6379,Shinko Plantech Co. Ltd. (6379) Adjusted Stock Prices
6380,Oriental Chain Mfg. Co. Ltd. (6380) Adjusted Stock Prices
6381,Anest Iwata Corporation (6381) Adjusted Stock Prices
6382,Trinity Industrial Corporation (6382) Adjusted Stock Prices
6383,Daifuku Co. Ltd (6383) Adjusted Stock Prices
6384,"Showa Shinku Co., Ltd. (6384) Adjusted Stock Prices"
6387,Samco Inc. (6387) Adjusted Stock Prices
6390,Kato Works Co. Ltd (6390) Adjusted Stock Prices
6391,Kaji Technology Corporation (6391) Adjusted Stock Prices
6392,Yamada Corporation (6392) Adjusted Stock Prices
6393,Yuken Kogyo Co Ltd (6393) Adjusted Stock Prices
6395,Tadano Ltd (6395) Adjusted Stock Prices
6396,"Unozawa-gumi Iron Works,Limited (6396) Adjusted Stock Prices"
6400,"Fuji Seiki Co., Ltd (6400) Adjusted Stock Prices"
6402,Kanematsu Engineering (6402) Adjusted Stock Prices
6403,Suido Kiko Kaisha Ltd. (6403) Adjusted Stock Prices
6405,Suzumo Machinery Co (6405) Adjusted Stock Prices
6406,Fujitec Company Ltd (6406) Adjusted Stock Prices
6407,CKD Corporation (6407) Adjusted Stock Prices
6408,Ogura Clutch Co. Ltd (6408) Adjusted Stock Prices
6409,Kito Corporation (6409) Adjusted Stock Prices
6411,"nakano Refrigerators Co., Ltd. (6411) Adjusted Stock Prices"
6412,Heiwa Corporation (6412) Adjusted Stock Prices
6413,Riso Kagaku Corporation (6413) Adjusted Stock Prices
6414,Kawasaki Thermal Engineering Co. Ltd (6414) Adjusted Stock Prices
6416,Katsuragawa Electric Co. Ltd (6416) Adjusted Stock Prices
6417,Sankyo Co (6417) Adjusted Stock Prices
6418,Japan Cash Machine Co. Ltd. (6418) Adjusted Stock Prices
6419,Mars Engineering Corporation (6419) Adjusted Stock Prices
6420,Fukusima Industries Corp. (6420) Adjusted Stock Prices
6424,Takamisawa Cybernetics Co. Ltd. (6424) Adjusted Stock Prices
6425,Universal Entertainment Corporation (6425) Adjusted Stock Prices
6428,Oizumi (6428) Adjusted Stock Prices
6430,Daikoku Denki Co (6430) Adjusted Stock Prices
6432,Takeuchi Mfg Co (6432) Adjusted Stock Prices
6433,Hephaist Seiko Co Ltd (6433) Adjusted Stock Prices
6436,Amano Corporation (6436) Adjusted Stock Prices
6440,Juki Corporation (6440) Adjusted Stock Prices
6444,Sanden Holdings Corporation (6444) Adjusted Stock Prices
6445,Janome Sewing Machine Co. Ltd. (6445) Adjusted Stock Prices
6448,Brother Industries Ltd (6448) Adjusted Stock Prices
6454,Max Co. Ltd. (6454) Adjusted Stock Prices
6455,Morita Holdings Corporation (6455) Adjusted Stock Prices
6457,Glory Ltd (6457) Adjusted Stock Prices
6458,Sinko Industries Ltd. (6458) Adjusted Stock Prices
6459,Daiwa Industries Ltd (6459) Adjusted Stock Prices
6460,Sega Sammy Holdings Inc. (6460) Adjusted Stock Prices
6461,Nippon Piston Ring Co. Ltd. (6461) Adjusted Stock Prices
6462,Riken Corporation (6462) Adjusted Stock Prices
6463,TPR Co. Ltd. (6463) Adjusted Stock Prices
6464,Tsubaki nakashima Co. Ltd (6464) Adjusted Stock Prices
6465,Hoshizaki Corporation (6465) Adjusted Stock Prices
6466,Toa Valve Engineering Inc (6466) Adjusted Stock Prices
6467,Nichidai Corporation (6467) Adjusted Stock Prices
6469,Hoden Seimitsu Kako Kenkyusho Co. Ltd (6469) Adjusted Stock Prices
6470,Taiho Kogyo Co. Ltd (6470) Adjusted Stock Prices
6471,NSK Ltd. (6471) Adjusted Stock Prices
6472,NTN Corporation (6472) Adjusted Stock Prices
6473,JTEKT Corp. (6473) Adjusted Stock Prices
6474,nachi-Fujikoshi Corp. (6474) Adjusted Stock Prices
6479,Minebea Mitsumi Inc. (6479) Adjusted Stock Prices
6480,Nippon Thompson Co. Ltd. (6480) Adjusted Stock Prices
6481,Thk Co. Ltd (6481) Adjusted Stock Prices
6482,Yushin Precision Equipment Co Ltd (6482) Adjusted Stock Prices
6484,KVK Corp. (6484) Adjusted Stock Prices
6485,Maezawa Kyuso Industries Co. Ltd. (6485) Adjusted Stock Prices
6486,Eagle Industry Co Ltd (6486) Adjusted Stock Prices
6488,Yoshitake Inc. (6488) Adjusted Stock Prices
6489,Maezawa Industries Inc. (6489) Adjusted Stock Prices
6490,Nippon Pillar Packing Co. Ltd. (6490) Adjusted Stock Prices
6492,Okano Valve Mfg. Co. (6492) Adjusted Stock Prices
6493,Nittan Valve Co. Ltd. (6493) Adjusted Stock Prices
6494,"NFK Holdings Co., Ltd. (6494) Adjusted Stock Prices"
6495,Miyairi Valve Mfg. Co. Ltd. (6495) Adjusted Stock Prices
6496,nakakita Seisakusho Co. Ltd. (6496) Adjusted Stock Prices
6497,Hamai Industries Ltd (6497) Adjusted Stock Prices
6498,Kitz Corporation (6498) Adjusted Stock Prices
6501,Hitachi Ltd. (6501) Adjusted Stock Prices
6502,Toshiba Corporation (6502) Adjusted Stock Prices
6503,Mitsubishi Electric Corporation (6503) Adjusted Stock Prices
6504,Fuji Electric Co.Ltd. (6504) Adjusted Stock Prices
6505,Toyo Electric Mfg. Co. Ltd (6505) Adjusted Stock Prices
6506,Yaskawa Electric Corporation (6506) Adjusted Stock Prices
6507,Sinfonia Technology Co. Ltd. (6507) Adjusted Stock Prices
6508,Meidensha Corporation (6508) Adjusted Stock Prices
6513,Origin Electric Company Limited (6513) Adjusted Stock Prices
6516,Sanyo Denki Co. Ltd. (6516) Adjusted Stock Prices
6517,Denyo Co. Ltd (6517) Adjusted Stock Prices
6518,Sanso Electric Co. Ltd. (6518) Adjusted Stock Prices
6531,Refineverse Inc. (6531) Adjusted Stock Prices
6532,BayCurrent Consulting Inc. (6532) Adjusted Stock Prices
6533,Digital Identity Inc. (6533) Adjusted Stock Prices
6535,I-Moblie Co. Ltd. (6535) Adjusted Stock Prices
6537,Washhouse Co Ltd. (6537) Adjusted Stock Prices
6538,CareerIndex Inc. (6538) Adjusted Stock Prices
6539,Matching Service Japan Co. Ltd. (6539) Adjusted Stock Prices
6540,Semba Corporation (6540) Adjusted Stock Prices
6541,Grace Technology Inc (6541) Adjusted Stock Prices
6542,Founder`s Consultants Holdings Inc. (6542) Adjusted Stock Prices
6543,Nissen Inc. (6543) Adjusted Stock Prices
6544,"JAPAN ELEVATOR SERVICE HOLDINGS CO.,LTD."
6545,internet infinity INC
6546,Fulltech Co.Ltd.
6547,"GREENS CO.,LTD."
6548,TABIKOBO Co.Ltd.
6549,"DM Solutions Co.,Ltd"
6550,"Fringe81 Co,Ltd."
6551,TSUNAGU SOLUTIONS Inc.
6552,"GameWith,Inc."
6553,"SoldOut,Inc."
6554,"SUS Co.,Ltd."
6555,"MS&Consulting Co.,Ltd."
6556,"Welbe,Inc."
6557,"global bridge HOLDINGS Co.,Ltd."
6558,"Cookbiz Co.,Ltd."
6560,"LTS,Inc."
6561,"  HANATOUR JAPAN CO.,LTD. "
6562,"Geniee,Inc."
6563,Mirai Works Inc. 
6564,"MIDAC CO.,LTD."
6565,"ABHOTEL CO.,LTD."
6566,"KANAME KOGYO CO.,LTD."
6567,"SERIO HOLDINGS CO.,LTD. "
6568,"KNC Laboratories Co.,Ltd."
6569,NISSO CORPORATION
6570,"KyOwa CORPORATION CO.,LTD. "
6571,"QB Net Holdings Co.,Ltd."
6572,"RPA Holdings,Inc."
6573,Agile Media Network Inc
6574,Convano Inc.
6575,"HUMAN ASSOCIATES HOLDINGS,Inc. "
6577,"Bestone.Com Co.,Ltd"
6578,"NLINKS Co.,Ltd."
6579,"logly,Inc."
6580,"Writeup Co.,Ltd."
6584,Sanoh Industrial Co. Ltd. (6584) Adjusted Stock Prices
6586,Makita Corporation (6586) Adjusted Stock Prices
6588,Toshiba Tec Corporation (6588) Adjusted Stock Prices
6590,Shibaura Mechatronics Corporation (6590) Adjusted Stock Prices
6592,Mabuchi Motor Co. Ltd. (6592) Adjusted Stock Prices
6594,Nidec Corporation (6594) Adjusted Stock Prices
6597,HPC SYSTEMS Inc.
6599,"EBRAINS, INC."
6615,Umc Electronics Co. Ltd (6615) Adjusted Stock Prices
6616,Torex Semiconductor Ltd (6616) Adjusted Stock Prices
6617,Takaoka Toko Co Ltd (6617) Adjusted Stock Prices
6618,Ohizumi Mfg.Co. Ltd. (6618) Adjusted Stock Prices
6619,W-Scope Corporation (6619) Adjusted Stock Prices
6620,Miyakoshi Holdings Inc. (6620) Adjusted Stock Prices
6622,Daihen Corporation (6622) Adjusted Stock Prices
6625,Jalco Holdings Inc (6625) Adjusted Stock Prices
6626,Semitec Corporation (6626) Adjusted Stock Prices
6627,"Tera Probe, Inc. (6627) Adjusted Stock Prices"
6628,Onkyo Corporation (6628) Adjusted Stock Prices
6629,"Techno Horizon Holdings Co., Ltd. (6629) Adjusted Stock Prices"
6630,Ya-Man (6630) Adjusted Stock Prices
6632,JVC Kenwood Corporation (6632) Adjusted Stock Prices
6633,C&G Systems Inc (6633) Adjusted Stock Prices
6634,NCXX Group Inc. (6634) Adjusted Stock Prices
6635,KK DI-Nikko Engineering (6635) Adjusted Stock Prices
6637,"Terasaki Electric Co., Ltd. (6637) Adjusted Stock Prices"
6638,Mimaki Engineering Co.Ltd (6638) Adjusted Stock Prices
6639,Contec Co.Ltd. (6639) Adjusted Stock Prices
6640,"Dai-Ichi Seiko Co., Ltd. (6640) Adjusted Stock Prices"
6641,Nissin Electric Co. Ltd. (6641) Adjusted Stock Prices
6643,Togami Electric Mfg Co Ltd (6643) Adjusted Stock Prices
6644,Osaki Electric Co. Ltd (6644) Adjusted Stock Prices
6645,Omron Corporation (6645) Adjusted Stock Prices
6647,Morio Denki Co. Ltd. (6647) Adjusted Stock Prices
6648,Kawaden Corporation (6648) Adjusted Stock Prices
6651,Nitto Kogyo Corp (6651) Adjusted Stock Prices
6652,Idec Corp. (6652) Adjusted Stock Prices
6653,"SEIKO ELECTRIC CO.,LTD."
6654,"Fuji Electric Ind Co., Ltd (6654) Adjusted Stock Prices"
6656,Inspec Inc. (6656) Adjusted Stock Prices
6658,"Shirai Electronics Industrial Co., Ltd. (6658) Adjusted Stock Prices"
6659,"Media Global Links Co., Ltd. (6659) Adjusted Stock Prices"
6662,"Ubiteq, Inc. (6662) Adjusted Stock Prices"
6663,Taiyo Industrial Co. Ltd. (6663) Adjusted Stock Prices
6664,Optoelectronics Co. Ltd. (6664) Adjusted Stock Prices
6666,River Eletec Corporation (6666) Adjusted Stock Prices
6668,Adtec Plasma Technology Co. Ltd. (6668) Adjusted Stock Prices
6670,MCJ Co Ltd (6670) Adjusted Stock Prices
6674,GS Yuasa Corporation (6674) Adjusted Stock Prices
6675,"SAXA Holdings, Inc. (6675) Adjusted Stock Prices"
6676,Melco Holdings Inc. (6676) Adjusted Stock Prices
6677,SK - Electronics Co (6677) Adjusted Stock Prices
6678,Techno Medica Co (6678) Adjusted Stock Prices
6694,ZOOM CORPORATION
6696,"TRANZAS,Inc"
6698,ViSCO Technologies Corporation
6699,"DIAMOND ELECTRIC HOLDINGS Co.,Ltd. ** "
6701,NEC Corporation (6701) Adjusted Stock Prices
6702,Fujitsu Limited (6702) Adjusted Stock Prices
6703,Oki Electric Industry Co. Ltd (6703) Adjusted Stock Prices
6704,Iwatsu Electric Co Ltd (6704) Adjusted Stock Prices
6706,Denki Kogyo Co. Ltd (6706) Adjusted Stock Prices
6707,Sanken Electric Co. Ltd. (6707) Adjusted Stock Prices
6709,Meisei Electric Co. Ltd. (6709) Adjusted Stock Prices
6715,nakayo Inc. (6715) Adjusted Stock Prices
6718,Aiphone Co. Ltd (6718) Adjusted Stock Prices
6721,Wintest Corp (6721) Adjusted Stock Prices
6722,A&T Corporation (6722) Adjusted Stock Prices
6723,Renesas Electronics Corporation (6723) Adjusted Stock Prices
6724,Seiko Epson Corp (6724) Adjusted Stock Prices
6727,Wacom Co (6727) Adjusted Stock Prices
6728,Ulvac Inc. (6728) Adjusted Stock Prices
6730,Axell Corp (6730) Adjusted Stock Prices
6731,Pixela Corporation (6731) Adjusted Stock Prices
6734,Newtech Co (6734) Adjusted Stock Prices
6736,Sun Corporation (6736) Adjusted Stock Prices
6737,Eizo Corporation (6737) Adjusted Stock Prices
6740,Japan Display Inc (6740) Adjusted Stock Prices
6741,Nippon Signal Co. Ltd (6741) Adjusted Stock Prices
6742,Kyosan Electric Manufacturing Co. Ltd (6742) Adjusted Stock Prices
6743,Daido Signal Co. Ltd (6743) Adjusted Stock Prices
6744,Nohmi Bosai Ltd. (6744) Adjusted Stock Prices
6745,Hochiki Corporation (6745) Adjusted Stock Prices
6748,Seiwa Electric Mfg. Co. Ltd. (6748) Adjusted Stock Prices
6750,Elecom Co Ltd (6750) Adjusted Stock Prices
6752,Panasonic Corp (6752) Adjusted Stock Prices
6753,Sharp Corporation (6753) Adjusted Stock Prices
6754,Anritsu Corporation (6754) Adjusted Stock Prices
6755,Fujitsu General Limited (6755) Adjusted Stock Prices
6757,OSG Corp (6757) Adjusted Stock Prices
6758,Sony Corporation. (6758) Adjusted Stock Prices
6762,TDK Corporation (6762) Adjusted Stock Prices
6763,Teikoku Tsushin Kogyo Co. Ltd (6763) Adjusted Stock Prices
6768,Tamura Corporation (6768) Adjusted Stock Prices
6769,Thine Electronics Inc (6769) Adjusted Stock Prices
6770,Alps Electric Co. Ltd (6770) Adjusted Stock Prices
6771,Ikegami Tsushinki Co Ltd (6771) Adjusted Stock Prices
6772,Tokyo Cosmos Electric Co. Ltd (6772) Adjusted Stock Prices
6775,TB Group Inc. (6775) Adjusted Stock Prices
6776,Tensho Electric Industries Co. Ltd (6776) Adjusted Stock Prices
6777,Santec Corporation (6777) Adjusted Stock Prices
6778,"Artiza Networks, Inc (6778) Adjusted Stock Prices"
6779,Nihon Dempa Kogyo Co. Ltd. (6779) Adjusted Stock Prices
6785,Suzuki Co Ltd (6785) Adjusted Stock Prices
6786,RVH Inc. (6786) Adjusted Stock Prices
6787,"Meiko Electronics Co., Ltd. (6787) Adjusted Stock Prices"
6788,"Nihon Trim Co., Ltd. (6788) Adjusted Stock Prices"
6789,Roland DG Corporation (6789) Adjusted Stock Prices
6794,Foster Electric Company Ltd. (6794) Adjusted Stock Prices
6798,SMK Corporation (6798) Adjusted Stock Prices
6800,Yokowo Co Ltd (6800) Adjusted Stock Prices
6803,Teac Corporation (6803) Adjusted Stock Prices
6804,Hosiden Corporation (6804) Adjusted Stock Prices
6806,Hirose Electric Co. Ltd (6806) Adjusted Stock Prices
6807,Japan Aviation Electronics Industry Limited. (6807) Adjusted Stock Prices
6809,Toa Corporation (Electric Appliances) (6809) Adjusted Stock Prices
6810,Hitachi Maxell Ltd (6810) Adjusted Stock Prices
6814,Furuno Electric Co. Ltd. (6814) Adjusted Stock Prices
6815,Uniden Holdings Corporation (6815) Adjusted Stock Prices
6817,Sumida Corporation (6817) Adjusted Stock Prices
6819,Izu Shaboten Resort Co.Ltd (6819) Adjusted Stock Prices
6820,Icom Incorporated (6820) Adjusted Stock Prices
6822,"Oi Electric Co., Ltd. (6822) Adjusted Stock Prices"
6823,Rion Co. Ltd. (6823) Adjusted Stock Prices
6824,New Cosmos Electric Co. Ltd (6824) Adjusted Stock Prices
6826,Honda Tsuyshin Kogyo Co. Ltd (6826) Adjusted Stock Prices
6832,Aoielectronics Co. Ltd (6832) Adjusted Stock Prices
6834,"Seikoh Giken Co., Ltd. (6834) Adjusted Stock Prices"
6835,Allied Telesis Holdings K.K. (6835) Adjusted Stock Prices
6836,PlatHome Co.Ltd. (6836) Adjusted Stock Prices
6837,Kyosha Co. Ltd. (6837) Adjusted Stock Prices
6838,"Tamagawa Holdings Co., Ltd. (6838) Adjusted Stock Prices"
6839,Funai Electric Co. Ltd. (6839) Adjusted Stock Prices
6840,Akiba Holdings Co.Ltd. (6840) Adjusted Stock Prices
